,dynasty,author,content,title,keywords
26833,Song,张埴,五供翛然可是鲜|一生只抱石头眠|死应不恨为冯剑|夏日攸山二十年,初夏湖山 其五,眠 夏日 冯剑 石头
26837,Song,林希逸,得雨初愁雨暂停|如今彻夜怕泠泠|此心果是谁差别|一样声成两样听,夜雨不止枕上作,怕 彻夜 谁 泠泠
26848,Ming,何吾驺,山深洲渚不胜寒|念尔羁孤客计难|尔自杖头夸满百|春风容易上长安,舟中留别天竺和尚 其四,杖头 长安 山深 春风
26849,Song,释元肇,凭高一望兴何穷|晴雨朝昏景不同|莫向吟边苦怀古|败荷疏柳怯西风,用赵倅韵二首 其二,吟边 西风 怀古 朝昏
26860,Ming,王世贞,博得才名恨尚迟|名高他日自应知|五更家宝抛人去|揩眼仓皇向墨池,黄白仲以二十绝句见投答之得六首 其六,才名 他日 名高 仓皇
26863,Ming,张萱,雾里看花老病身|年来鱼鸟转相亲|欲蹑柴桑出门乞|授餐喜有食鱼人,辛未岁除冯无文客止园贻诗馈食余分杖头钱馈之用来韵对使赋答 其一,鱼鸟 柴桑 看花 老病
26867,Song,王洋,九月南州菊未黄|年年长待饱经霜|使君著意勤招客|催促篱间日夜忙,陈粹中再约重阳之集既不果赴以诗寄之二首 其二,年年 南州 著意 日夜
26870,Song,方信孺,可怪仙翁亦世情|珊瑚还许致殷勤|波神不是赵佗客|即是前身石季伦,珊瑚井,世情 仙翁 殷勤 珊瑚
26877,Song,释德洪,清晨花下露团团|飞鸟行吟仰面看|杰句天资人不及|勿嗔岛瘦与郊寒,次韵通明叟晚春二十七首 其十六,团团 行吟 飞鸟 清晨
26880,Ming,朱曰藩,上林献赋恨空回|水驿冰鲜夜半催|枕上笙箫听渐近|杨梅卢橘过江来,桥上纳凉即事口号,过江 笙箫 夜半 献赋
26899,Yuan,耶律铸,一曲春风踏踏歌|月光明似镜新磨|谁游碧落骑鸾凤|记姓蓝人是彩和,为阅俳优诸相赠优歌道士,鸾凤 月光 碧落 春风
26910,Ming,李梦阳,鼓刀朱亥本微寒|白首侯嬴是抱关|不为千金增意气|秪缘一诺万丘山,送人之南郡三首 其二,微寒 抱关 意气 白首
26920,Song,许及之,非红非紫晔茸茸|依旧黄流美在中|汉使携将名绣菊|要同丹桂种蟾宫,相台得菊本名之曰绣菊,蟾宫 茸茸 黄流 丹桂
26929,Song,陈深,飞尽梅花重惜芳|仙房想像制新汤|犹疑清浅溪头汲|石鼎煎来水亦香,南湖史君制暗香汤奇甚赋二绝求之 其一,清浅 想像 梅花 溪头
26934,Ming,释函可,山花历乱杂蒿莱|一度来寻一度开|猿狖不曾离旧处|笑予频去又频回,入山杂咏二十首 其十一,历乱 蒿莱 山花 猿狖
26953,Ming,李东阳,老香遗墨未全磨|见说咸淳似永和|画手人间那更得|澄心堂纸已无多,应伯起墨梅,画手 见说 澄心 遗墨
26957,Ming,张萱,苍烟如织日初西|寂寞荒祠野草萋|可是芦衣长履雪|数椽闲傍冷云栖,自濉阳至桃山道中四咏用霖寰李公大司马韵 其二 闵子祠,芦衣 荒祠 苍烟 寂寞
26970,Song,刘摰,昔年花卉烂春林|今日重来老病侵|岁月漫为流俗叹|行藏谁见古人心,东郊次韵器资子开六绝句 其三 谩成,岁月 行藏 昔年 人心
26975,Song,韦骧,当知迷悟不相因|举手如何拂鉴尘|试问禅翁住方丈|近来多少晚参人,和仲远留题方锐长老方丈,尘 人 住 试问
26996,Yuan,徐贲,水郭春寒雨渺茫|歌声何短意何长|邻舟多少南行客|若个听来不断肠,舟中闻歌呈张文学,断肠 歌声 春寒 行客
26997,Yuan,王佐,紫翠丛中独隐奇|风霜饱历灿东篱|寄语柴桑老居士|好归吟赏莫教迟,题菊柬林司成先生,寄语 居士 风霜 东篱
27002,Song,黄庭坚,丹籍生涯无列鼎|白头忠信可专城|自非车骑将军势|愧使王尼常作兵,余成诗,车骑 白头 将军 忠信
27003,Jin,王庭筠,青峭江边玉数峰|烟梳雨沐为谁容|到时为向山灵道|归意如君一倍浓,送子贞兄归辽阳,江边 山灵 归意 数峰
27008,Song,饶节,灵隐冷泉天下奇|与君同俯碧琉璃|更寻天竺上下寺|休问荀杨大小疵,次韵赠高致虚四首 其四,琉璃 天下 大小 休问
27011,Song,赵雷,云头月出倚楼看|老桂深深发广寒|底事嫦娥深爱惜|他年摘为少年簪,书楼课子,他年 嫦娥 倚楼 广寒
27012,Yuan,吴镇,风色凄其上碧山|一朝林木变红颜|幽人为惜深秋色|忘却驱驰古道间,赵伯骕画,幽人 古道 秋色 红颜
27013,Ming,谢复,古木参差石径斜|日长无事似僧家|更怜地僻经过少|省得人行蹴落花,即事遣怀,日长 落花 地僻 经过
27015,Ming,钟芳,微哦昼倚云岑迥|幽眺晴循石径斜|怊怅沧波限南北|玉人迢递瘴烟赊,又和漫成四首 其二,玉人 南北 瘴烟 沧波
27019,Yuan,耶律楚材,只识瓶盘不识金|瓶盘钗钏本真金|一从打破疑团后|物物头头总是心,和房长老二绝 其一,物物 金 头头 打破
27023,Ming,李奕茂,高卧空山百感生|一番风雨倍伤情|孤灯寂寂谁相问|只有薇花照眼明,灯下对紫薇,空山 孤灯 寂寂 高卧
27028,Song,林希逸,桥长百丈架溪横|半水工夫次第成|人言不是慈悲力|那得霜冬暖又晴,三偈寄白沙和尚 其二,暖 慈悲 人言 次第
27029,Ming,于慎行,馀寒马上试春衣|四月杨花扑地飞|行过故园应怅望|荒郊无树蕨苗稀,送王洪阳光禄册封靖江四首 其二,春衣 怅望 行过 馀寒
27031,Ming,祝允明,五寸冲牙文八矛|装成十万绕林头|莫欺楪子兴宁县|一半人家千户侯,过林头看修竹数里不断甚爱戏题,文 兴 头 人家
27043,Song,王洋,平生老信爱颠狂|觉子而今继道场|坐断前溪去来路|为谁辛苦为谁忙,赠廨院主僧,颠狂 道场 忙 辛苦
27054,Ming,杨巍,山城亦自有游人|柳色千条汾水滨|见说汉宫新赐火|况闻楚客唱阳春,太原寒食和纪山韵二首 其二,山城 阳春 见说 游人
27065,Song,李处权,不独京尘解化衣|秋阳流火树阴稀|折腰为米初何有|亲见渊明负弩归,戏辨老,渊明 京尘 树阴 折腰
27066,Ming,吴与弼,去年今日拜彤墀|天语温淳赐敕归|中使传宣天使道|好生看顾荷皇威,忆去年今日,彤墀 传宣 去年 天语
27067,Ming,徐熥,郎自伤心妾断肠|梦中逢妾妾逢郎|一声砧杵一声恨|别意长如秋夜长,古意,砧杵 断肠 伤心 梦中
27080,Ming,李攀龙,裘马翩翩自昔时|谁怜华发卧茅茨|世情一薄如春雪|不是穷交那得知,答张秀才简病中见寄 其二,世情 茅茨 翩翩 华发
27081,Yuan,宋褧,南国相知音信疏|暮云春树渺愁予|东风解办含情句|代作长江双鲤鱼,送章生还江陵 其三,长江 暮云 含情 南国
27094,Ming,邵宝,万山深处古宁州|五日真成十载游|千古濂翁招不返|翠云亭上看江流,喜晴二首 其二,江流 翠云 真成 招
27106,Song,陈毅,远归沧海通舟楫|近洗山僧一片心|留与卧龙成窟穴|等闲飞去也为霖,决涧院,山僧 飞去 卧龙 沧海
27117,Song,释慧开,函盖乾坤气量周|铜睛铁眼一齐取|几多利脑尖锋者|到此如何敢出头,针筒,乾坤 敢 取 气
27118,Ming,王恭,娇鸟双飞恋浅红|乐游原上晓嘶骢|别来已少看花伴|空对芳菲落画中,钱舜举羽毛 其一,画中 芳菲 看花 双飞
27127,Ming,释函可,耕田博饭不须贪|但看厨烟勿教断|今年种麦本无多|野雀公然分一半,金塔山居杂咏二十首 其七,耕田 断 分 本
27132,Song,仇远,梨花白白柳条青|闭阁焚香奈雨声|闻道清明明日是|江南风土只宜晴,寒食雨三首 其三,梨花 明日 焚香 清明
27139,Ming,张元凯,金吾将士羽林郎|旧日交游尽老苍|为报吴钩贫未卖|犹堪提挈到沙场,寄长安旧游,沙场 吴钩 羽林 旧日
27141,Ming,杨子器,仙漏迢遥隔绛霄|两行银烛照趋朝|鼓声才歇钟声动|不放朝官过御桥,早朝诗 其五,迢遥 钟声 银烛 鼓声
27145,Song,盛璲,苍松翠竹映斜晖|野菊花开过客稀|叶底黄虫作寒茧|雨馀蝴蝶满园飞,朱元晦过访 其一,翠竹 雨馀 斜晖 蝴蝶
27151,Ming,张澯,菊花原不待秋开|自对东篱自举杯|莫把轻枝斗风雨|重阳问我赋归来,独坐,重阳 风雨 菊花 东篱
27164,Song,邵雍,恍惚阴阳初变化|氤氲天地乍回旋|中间些子好光景|安得功夫入语言,恍惚吟,天地 光景 阴阳 氤氲
27179,Ming,吴与弼,失便宜是得便宜|倚伏循环不必疑|俯仰但令无愧怍|前程一听老天为,夜枕作,老 俯仰 怍 疑
27180,Song,姜特立,尽将丘壑捲胸中|醉帽归时御晚风|明日府公催吏牍|可堪骑马踏香红,和张倅湖上十绝 其八,晚风 明日 丘壑 骑马
27183,Song,魏了翁,别来满眼簿书尘|想像湖边玉立身|文阵时传骚将令|愁城不倩酒兵巡,再和前韵答赋 其四,满眼 湖边 想像 簿书
27188,Song,张咏,前朝官政似无端|彭泽先生百日还|堪愧崇阳九河客|明时不敢自归山,县斋感怀二首 其一,归山 客 彭泽 还
27199,Ming,王世贞,老龙堤畔彩云开|千乘旌旗射猎来|蔽日鹏雏浑不管|掌中贪捧一珠回,襄国王飞教千里岁一慰存野人无以仰酬惟祝麟趾之庆而已敬成四绝情见乎辞 其一,老龙 云开 旌旗 掌中
27202,Song,陶应雷,雨坏宫墙蔓草多|自披荒棘认铜驼|旧家游女知亡国|不唱春风缓缓歌,废宫,蔓草 宫墙 春风 铜驼
27207,Song,林景熙,持酒无因洒墓松|禽声花色惨东风|去年此日身为客|及到乡山又客中,归自越避寇海滨寒食不得祭扫,客中 去年 东风 花色
27219,Song,洪刍,世味著人浓似酒|交情向我薄于罗|古今混混东流水|听取踏歌蓝采和,曾内相以绝句诗还予诗卷和其韵五首 其五,世味 流水 听取 踏歌
27229,Ming,刘崧,四郭青山处处同|客怀无计答秋风|数家茅屋清溪上|千树蝉声落日中,谩题,蝉声 秋风 青山 茅屋
27230,Song,家铉翁,社后春光正可人|眼中物物露精神|雪花底事犹飞舞|要与梨花分半春,春欲暮雪作不已简子新 其二,梨花 精神 春光 雪花
27234,Tang,孙元晏,叔宝羊车海内稀|山家女婿好风姿|江东士女无端甚|看杀玉人浑不知,晋 卫玠,玉人 海内 山家 江东
27237,Song,朱翌,菊花忽作桃花面|放眼难看九月黄|花不见桃惟见菊|又将红雨学啼妆,桃花菊,花面 红雨 放眼 菊花
27238,Tang,元稹,劝尔诸僧好护持|不须垂钓引青丝|云山莫厌看经坐|便是浮生得道时,修龟山鱼池示众僧,垂钓 青丝 云山 护持
27256,Ming,欧大任,藕花风起绿波间|十里平湖十里山|载酒寻僧谁可共|画船吹笛月中还,刘仲恭索题文休承西湖图,载酒 风起 画船 吹笛
27257,Yuan,胡天游,也傍清池也傍篱|醉红娇嫩晓尤奇|晴光却是多私意|偏照池边带露枝,晓日芙蓉,池边 晴光 清池 带露
27265,Ming,成鹫,月窗半榻枕松筠|石上花开几度春|山色不殊春梦觉|觉时依旧梦时人,丹霞十二绝 其九 梦觉关,花开 春梦 松筠 山色
27270,Song,高翥,漾漾池塘碧染衣|阴阴草树绿成围|江村寂寞春归后|一点杨花不见飞,首夏,江村 池塘 寂寞 阴阴
27272,Yuan,顾从礼,黄浦滩头微雨晴|龙华渡口晚潮生|行人夜泊应无语|试听吴歌矣乃声,黄浦,渡口 微雨 滩头 行人
27273,Tang,无名氏,姚家新婿是房郎|未解芳颜意欲狂|见说正调穿羽箭|莫教射破寺家墙,题房鲁题名后,未解 见说 意欲 寺
27281,Song,释绍昙,听清猿罢啼烟霞|声色纯真未到家|一曲吴歌归棹稳|松江雪点白苹花,送辩兄归松江,声色 烟霞 吴歌 归棹
27294,Song,文同,日高过竹湖水光|风长入座荷花香|交红映绿满渠下|各有意态随低昂,菡萏亭,荷花 入座 日高 湖水
27295,Song,董嗣杲,无马可租冲晓去|有筇堪策趁晴行|初程便是萧山县|喷火榴花两岸明,西兴道中二首 其一,行 山县 榴花 明
27301,Song,李彭,萧杌斋中天马驹|追风未试且幽居|剧谈挽我留三日|不费一鸱传异书,庐山道中 其六,天马 幽居 追风 异书
27325,Song,曹勋,相靡相踶性不同|金环压辔照晴空|晚来洗罢游缰缓|喜听骄嘶岸柳风,观马院洗马,性 喜听 晴空 岸柳
27333,Song,陈造,不是风寒即雨寒|朝来春意破天悭|怪君未解春皇意|恐把韶华付等闲,早春十绝呈石湖 其一,风寒 春意 韶华 未解
27338,Song,郑獬,稚子持竿坐芳草|鱼儿跋尾出浮萍|会稽巨犗沈犹脱|沧海骊龙睡不醒,水浅舟滞解闷十绝 其六,浮萍 稚子 沧海 芳草
27342,Ming,岑徵,一封书寄到崖州|见说乘桴到此游|琼岛故人齐引领|碧云遥望海天秋,琼州寄答何不偕 其三,遥望 海天 见说 碧云
27344,Song,韩驹,睡起昭阳暗淡妆|不知缘底背斜阳|若教转盼一回首|三十六宫无粉光,题伯时所画宫女 其二,昭阳 斜阳 回首 淡妆
27346,Jin,元好问,白烟销尽冻云凝|山月飞来夜气澄|且向波间看玉塔|不须桥畔觅金绳,济南杂诗五首 其四,夜气 冻云 桥畔 山月
27351,Ming,李东阳,抽黄媲白总称才|谁遣山栀入画来|似为诗家少知己|杜陵吟罢不曾开,栀子花,入画 知己 杜陵 诗家
27359,Ming,湛若水,三日一开天路关|烟霞云谷非人间|两洞风光相表里|两生一老万重山,隐居西樵三日吟二首 其二,表里 烟霞 风光 天路
27367,Song,文同,几树山樱曲槛前|花开如火叶如烟|待将短句夸形似|已被休文道欲燃,和子山种花 其四,休文 花开 曲槛 叶
27375,Ming,张萱,镇日湖边一老翁|开襟常饱芰荷风|闲持藜杖频敲竹|为逐鸬鹚落照中,农圃渔樵十咏 其八 郑谷韵,湖边 芰荷 落照 老翁
27383,Tang,陆龟蒙,数尺游丝堕碧空|年年长是惹东风|争知天上无人住|亦有春愁鹤发翁,自遣诗三十首 其十三,春愁 游丝 年年 碧空
27393,Ming,李贽,尽道当关用一夫|昔人曾此捍匈奴|如今冒顿来稽颡|李牧如前不足都,过雁门 其一,李牧 用 昔人 匈奴
27397,Song,王庭圭,扬州庙下子规啼|曾看花开万玉妃|二十四桥明月夜|春风十里捲帘时,侯大渊惠花,扬州 子规 明月 捲帘
27398,Song,王仲修,瑶池初见一枝梅|为爱清香特地栽|今日御栏风露好|胜如山路雪中开,宫词 其四十四,清香 风露 雪中 瑶池
27405,Ming,王世贞,髡尽垂杨千万枝|又教冰雪拥皴皮|不知生意犹存否|惭愧东风特地吹,谢万曰忠并询之 其一,垂杨 冰雪 东风 惭愧
27412,Song,吕陶,千山杂遝开还掩|一水萦纡浅复深|浑似嘉陵江上路|转令羁客动归心,西阳道中,嘉陵 萦纡 归心 羁客
27416,tang,韩愈,草木知春不久归|百般红紫斗芳菲|杨花榆荚无才思|惟解漫天作雪飞,晚春,才思 芳菲 红紫 草木
27420,Yuan,柯九思,尺五城南望帝都|孤臣去国意踌躇|箧中尚有忠臣疏|不是相如封禅书,酬陆友仁城南杂诗十首 其九,城南 踌躇 孤臣 去国
27429,Ming,邱云霄,莺声已老春已残|桃花杨花相飞翻|无人为寄江南信|有客初过杨子湾,杨子湾,江南 杨花 莺声 桃花
27449,Song,楼钥,一峰高出白云端|俯瞰天涯千万山|试向冈头转圆石|不知何日到人间,妙峰亭,冈头 白云 天涯 俯瞰
27450,Yuan,柯九思,黑河万里连沙漠|世祖深思创业难|数尺阑干护春草|丹墀留与子孙看,宫词十五首 其二,春草 沙漠 阑干 子孙
27452,Ming,刘崧,千山万山云雾堆|一声何处雁飞来|盘回欲下还惊起|月照寒潭一线开,墨潺山中闻雁,月照 寒潭 惊起 云雾
27461,Ming,成鹫,白鸟低飞定露巢|赪霞高罥缀霜梢|野塘秋色如春色|摇落犹堪作解嘲,续西园咏木芙蓉后十五韵 其三,摇落 秋色 白鸟 春色
27462,Ming,郑学醇,指点燕支是汉山|壮心鸣剑扫胡还|君王自有怀柔策|却遣丸泥闭玉关,后汉书十五首 其五 臧宫,玉关 壮心 君王 指点
27469,Ming,王世贞,江东再见王摩诘|宝界山头即辋川|一自丹青句题后|白云秋色重苍然,题王子裕佥宪诗画册后,山头 丹青 江东 秋色
27473,Ming,高启,雨去云来十二峰|渚宫楼阁暮重重|细腰无限空相妒|不觉瑶姬梦里逢,十宫词 其二 楚宫,梦里 楼阁 细腰 重重
27478,Ming,吴与弼,扁舟旅泊暂天涯|一夜归心又梦家|行李但教西路稳|东篱计日咏黄花,宿毛村,黄花 归心 扁舟 东篱
27480,Ming,文徵明,病起伤春试倚栏|名花经雨已摧残|等闲一片愁飞却|满地腥红更忍看,庭中海棠为风雨所败 其一,经雨 倚栏 伤春 名花
27503,Tang,李昼,秋浦亚卿颜叔子|谯都中宪老桑门|如今柳巷通车马|唯恐他时立棘垣,戏酬张鲁封,车马 颜 秋浦 叔子
27514,Song,叶适,一从屈原离骚赋|便至杜甫短长吟|千载中间多作者|谁于海岳算高深,对读文选杜诗成四绝句 其一,高深 短长 离骚 海岳
27515,Yuan,吴存,吾家屋后山茶树|树始栽时我髻丫|三十四年今过屋|春风两鬓不教华,山茶四首 其一,山茶 吾家 春风 华
27523,Ming,范言,宝髻蓬松锦帐垂|晓晴慵起斗花枝|浓妆未必能承宠|何事幽禽唤画眉,画眉,画眉 锦帐 晓晴 幽禽
27524,Song,虞俦,玉井莲花十丈长|如船藕实得分尝|碧筒象鼻谁相称|玉骨冰肌分外凉,和林子长送藕诗韵 其一,莲花 玉骨 冰肌 分外
27527,Ming,释函可,闭门镇日雨声潺|忽听流民尽解颜|纵使金鸡连夜发|只愁飞不到云山,纪闻,雨声 云山 闭门 镇日
27529,Yuan,郭钰,高柳著花悬紫烟|归舟离恨满晴川|六年杜牧伤迟暮|况复如今二十年,偶兴,迟暮 紫烟 离恨 归舟
27532,Ming,吴俨,绿杨黄鸟试春声|画舫朱帘送客行|醉后不知君别去|醒来犹记溧阳城,题沈克寅扇,黄鸟 画舫 送客 绿杨
27541,Song,姜特立,霜满颐间雪满簪|已甘萧散卧山林|如何六十公孙子|尚作当年举子心,甲辰春蒙恩召试时年六十 其一,萧散 雪满 山林 霜满
27543,Song,王安中,老去无心梦楚台|行云欲见仗谁媒|春风魏后尤骄蹇|只遣红巾稚女来,以魏花两枝送梁才甫花不甚大作二诗解嘲 其一,欲见 行云 老去 春风
27549,Ming,陈恭尹,三日江边驻客船|菩提坛下又离筵|如何三十六年别|一日分为十二年,别朱竹垞三十六年矣癸酉二月复会于广州三日别去送之以诗,江边 离筵 客船 菩提
