,dynasty,author,content,title,keywords
361,Ming,王世贞,腰间辘轳剑|错莫无精光|不是芙蓉浅|纯钩北斗傍,过于鳞郡斋分韵赋十二体得傍字,辘轳 北斗 浅 芙蓉
7133,Ming,欧必元,野桥疏雨断|乱竹淡烟笼|静日高楼坐|长吟暮霭中,题便面山水四首 其三,长吟 高楼 暮霭 疏雨
7151,Yuan,赵孟頫,雷公起卧龙|为国作霖雨|飞电掣金蛇|其谁敢余侮,天冠山题咏二十二首 其十三 雷公岩,敢 卧龙 飞电 霖雨
7251,Ming,边贡,庭际何所有|有萱复有芋|自闻秋雨声|不种芭蕉树,无题二首 其二,树 庭际 秋雨 芭蕉
7269,Song,喻良能,栋宇还依石|窗扉不碍山|丹青宁办此|烟雨饱孱颜,爱山堂,烟雨 丹青 栋宇 孱颜
7307,Ming,邓云霄,茅屋深云树|溪桥响石泉|闲来相对处|高论上皇年,为孟让林年兄题画册三首 其二,溪桥 云树 茅屋 石泉
7321,Ming,曹义,山远云连树|溪回浪涌沙|叉阳村墅水|唤渡过谁家,题小景为中书邢克敬赋,唤渡 谁家 山远 沙
7470,Ming,王世贞,试问张仲蔚|蓬蒿空满园|严霜一夜至|方悟乔松尊,题尊生斋赠张仲慧 其二,蓬蒿 乔松 满园 试问
7480,Ming,林光,活活夹山来|悠悠双眼觑|欲知流不穷|更认泉来处,九峰十景 其十 双涧观泉,悠悠 双眼 欲知 泉
7501,Ming,方太古,风急水欲立|日暮山争深|双席落洲渚|几家新柳阴,江中晚泊,洲渚 风急 柳阴 日暮
7529,Yuan,赵孟頫,仙掌郁金衣|朝阳风露晞|可怜蜂与蝶|秪解弄春晖,黄葵词,仙掌 风露 朝阳 春晖
7617,Yuan,张羽,岚深山影寒|樵响不知处|绿树早莺时|千峰一家住,碧岫晴云图,山影 寒 绿树 住
7670,Ming,郑珞,家国知何在|风沙满目愁|惟馀天上月|还似汉宫秋,明妃怨,家国 风沙 汉宫 满目
7719,Ming,童冀,二月山城暖|春风到小轩|茅檐喧燕雀|桃李自无言,次前韵奉简范景先先生 其八,燕雀 茅檐 山城 桃李
7772,Song,米芾,旧对湘西雪|迟迟忆故关|水云资老景|吟引谢江山,净名 其二,水云 迟迟 谢 江山
7781,Ming,周瑛,作县怜今日|读书记昔年|相逢江上雨|十日为停船,过嘉鱼县赠姜希广大尹二首 其一,记 读书 怜 昔年
7830,Ming,王彦泓,醉色风前减|茶香雨后添|看妆仍把卷|相对一炉烟,即事,添 减 炉烟 茶香
7872,Ming,金幼孜,不谓老已至|情思日衰落|寡谐性所安|庶以存吾朴,自叹 其二,老 日 安 情思
7969,Tang,王勃,久别侵怀抱|他乡变容色|月下调鸣琴|相思此何极,寒夜思友三首 其一,怀抱 久别 鸣琴 他乡
8003,Song,仇远,溪山隔岸好|风雨过桥危|何似高楼上|停云且赋诗,题扇 其一 程公明,隔岸 高楼 溪山 赋诗
8005,Ming,程敏政,春意花先觉|冰威力自禁|漫夸三昧手|谁识岁寒心,题汪仪凤墨梅,寒心 岁 春意 谁识
8013,Song,洪咨夔,岩芳敛空华|谷响答虚牝|坐看白云生|会得无生忍,普照僧生云轩云闲阁 其一,敛 白云 忍 答
8059,Song,洪适,四季花长发|朝朝得细看|绛英能受暑|绿刺更禁寒,盘洲杂韵上 长春,朝朝 细看 暑 禁寒
8249,Song,谢举廉,煌煌太阳精|浴以沧溟水|光润无纤滓|畏爱从此始,浴日亭,煌煌 沧溟 水 精
8255,Ming,王世贞,当头一镜悬|出没两轮疾|为借山色来|不作寻常日,赠张五鹿三绝句 其七 专旭楼,悬 疾 出没 山色
8290,Ming,王世贞,小孤有神祠|亭亭大江中|行人俱赛祭|那得往来风,祭小孤神祠作,大江 亭亭 祠 行人
8323,Song,汪炎昶,前浮芙蓉翠|后泛石耳云|君欲竟幽讨|绝壁更一扪,奉和江冲陶隐居二十韵 其十,芙蓉 翠 云 绝壁
8463,Ming,陈汝言,空庭清昼永|花落见春莫|谁念未归人|草色江南路,杂咏,空庭 江南 花落 草色
8559,Song,文天祥,吾闻开十牖|不及一户明|泰宇有天光|八荒尽夷庚,题颜景彝八窗玲珑 其二,天光 吾闻 牖 泰宇
8571,Ming,钱逊,望断伤春眼|湘帘懒上钩|落花深院静|鹦鹉对人愁,闺思,落花 伤春 鹦鹉 深院
8587,Song,黄裳,瑞意才含蓄|轻花即剪裁|清寒穿箔去|丰兆破烟来,偕王道观雪中联句 其一,清寒 剪裁 才 轻花
8671,Song,周必大,良夜月筛影|清晨风扫坛|自合侯千户|何须斩万竿,王才臣 求园中六诗杨秘监谢尚书皆赋 其四 竹亭,清晨 风扫 影 侯
8675,Song,沈与求,我欲款玄关|谁能供逋客|相将持彩囊|珠露满苍柏,与道按田至湖山有诗凡九章次其韵 题上真宫,逋客 珠露 我欲 玄关
8786,Ming,黎遂球,祖龙欲东行|骑山度溪水|鞭之血肉匀|割与管城子,端前砚以火痣色为佳予得一方颇自珍爱因复记二十字,溪水 管城 东行 祖龙
8811,Song,晁说之,朝叹乌皮几|暮叹木樨床|劳我情不堪|念君罪不凉,客有传黄戎州三绝句者因次韵 其一,床 情 木樨 凉
8841,Ming,程敏政,潜龙卧空山|爪印非斧琢|一日风雷生|终当露头角,李源十景 其一 天井龙痕,空山 露 头角 风雷
9014,Song,陈宓,滴滴鸣乾叶|萧萧过短篱|山房攲枕夜|听尽去来时,雨,山房 滴滴 攲枕 萧萧
9111,Song,刘克庄,肉身无羽翼|那有许神通|会得泠然意|人人可御风,杂咏一百首 其六十四 列子,御风 人人 羽翼 意
9147,Ming,唐之淳,下阪复登岗|前看道路长|不知行几日|能得到淮阳,滁山道中杂题 其十一,行 淮阳 道路 长
9251,Ming,薛蕙,日长莺语歇|中酒眠高阁|庭院寂无人|春风扫红萼,晚春,日长 高阁 庭院 中酒
9312,Song,陆游,老死已无日|功名犹自期|清笳太行路|何日出王师,书怀,王师 行路 功名 清笳
9339,Tang,石召,荒郊昨夜雪|羸马又须行|四顾无人迹|鸡鸣第一声,早行遇雪,人迹 荒郊 昨夜 鸡鸣
9350,Ming,欧大任,明都唐宅在|扬越舜巡馀|洞里千寻石|应藏太史书,从化山水十首 其四 杨溪洞,石 书 馀 洞里
9366,Ming,杨士奇,寸云起东谷|行空散为霖|殷勤望拜者|宁识云无心,萧氏石冈十景诗为省身赋 其七 拜雨亭,散 行空 云 殷勤
9449,Ming,吕时臣,去日黄河边|水深不可渡|故人不复回|今作行人路,再经钟吾怀许兵马,黄河 去日 水深 行人
9472,Tang,徐成,但是筋骨痛|皆因伤损为|于中砚子骨|末后不通医,王良百一诗 其七十五,骨 医 痛 筋骨
9476,Ming,李之世,邻灯半灭明|犬吠人声静|空月带流霜|遥遥弄溪影,夜起步月 其二,人声 遥遥 弄 犬吠
9740,Tang,许浑,新秋弦管清|时转遏云声|曲尽不知处|月高风满城,闻歌,弦管 满城 遏云 新秋
9802,Song,叶茵,枯槎浸清溪|飘飘野云度|徘徊复徘徊|撚髭未成句,意行桥,未成 清溪 徘徊 飘飘
9908,Ming,龚诩,江夜月微明|梅花瘦影横|念君千里外|多少岁寒情,题画梅月寄淮阴陆仲孚兼柬杜可平,梅花 岁寒 瘦影 微明
9911,Ming,王世贞,使我自识我|何能遽如此|我为知己生|古为知己死,入秋无事案头偶有纸笔随意辄书如风扫华不伦不理故曰杂题 其七,知己
9950,Yuan,宋无,乾坤罢战尘|渔钓可藏身|何事刘文叔|犹来觅故人,子陵,乾坤 战尘 渔钓 罢
10077,Ming,王世贞,人言大孤丑|不及小孤妍|若向鄱阳去|南风也系船,望大孤山,南风 系船 鄱阳 人言
10091,tang,祖咏,终南阴岭秀|积雪浮云端|林表明霁色|城中增暮寒,终南望余雪,浮云 积雪 城中 霁色
10158,Yuan,叶颙,诗骨秋来瘦|山花日暮香|殷勤一樽酒|相与慰荒凉,秋日饮友代东二首 其二,荒凉 日暮 殷勤 山花
10233,Tang,郑谷,八韵与五字|俱为时所先|幽魂应自慰|李白墓相连,吊水部贾员外嵩,幽魂 李白 墓 慰
10297,Ming,欧必元,洞有真人宅|山留一片云|寻仙迷去路|鸡犬静中闻,白云洞,静中 去路 真人 鸡犬
10356,Song,周必大,剪舌双鸲鹆|朝来学语新|祝尧千万寿|岁岁乐端辰,端午帖子 其一 太上皇帝阁,学语 双 鸲鹆 岁岁
10418,Song,陈傅良,功名还壮士|道术付诸儒|但欲谋田□|扁舟下五湖,用前韵招蕃叟弟仍和蕃叟癸卯二绝 其四,壮士 付 功名 扁舟
10447,Song,释慧空,到处出似人|几个知时节|空也心胆粗|戒戒勿漏泄,戒庵主示诸老船子图偈赞因与之结缘 其四,漏泄 出 知 心胆
10478,Ming,顾清,种花种长春|君子有深意|愿得堂上人|红颜亦如是,春日杂书 其六,长春 深意 君子 红颜
10516,Yuan,张羽,何处惜春华|芳桃水际花|明朝风雨后|流落傍谁家,水边桃花,明朝 流落 风雨 谁家
10559,Ming,王汝玉,志士励贞操|君子抱安节|请看艳昜花|何如后凋叶,题竹 其一,君子 节 志士 叶
10614,Song,司马光,柳似妖饶舞|花如烂漫妆|那堪陇头水|呜咽断人肠,上郡南三十里有相思亭在太山之麓二水所交平皋之上往来者徒习其名莫详其义庆历甲申岁余适延安过于其下于时夏虏梗边征戍未息窃感东山采薇之义叙其情而悯其劳因作五诗庶几不违周公之指且以释亭之名尔 其四,陇头 舞 人肠 断
10650,Song,许及之,自得广成道|长居不老天|底须桃辟恶|何用木延年,太上合端午帖子 其一,道 木 延年 老天
10728,Ming,谢榛,花尽忽飞来|岂待南风送|睡起笑相看|不知谁是梦,咏蝶,南风 笑 睡起 送
10823,Song,蒋之奇,尽日行荒径|全家出瘴岚|鲍娘诗句好|今夜宿江南,和鲍娘题兑溪驿,荒径 诗句 宿 江南
10900,Tang,刘方平,飞雪带春风|裴回乱绕空|君看似花处|偏在洛阳东,春雪,飞雪 洛阳 春风 裴回
11031,Ming,史鉴,堂背萱花好|慈亲日举觞|南风吹缓带|比叶一般长,题萱 其一,南风 慈亲 花好 缓带
11106,Song,姜特立,君恩华老境|庆事接新春|门户严呵禁|神应护吉人,除夜书门牌,君恩 新春 门户 老境
11188,Ming,符锡,为爱微禽好|河洲尽日闲|无因疑过艇|双逐下前湾,凫鹥,艇 下 闲 好
11403,Tang,李郢,山榴逼砌栽|山火一团开|尽日风兼雨|春渠拥作堆,雨中看山榴落花,作堆 逼 雨 拥
11447,Ming,李梦阳,卢生枕窍中|哀乐竟何用|我枕城砖卧|无窍亦无梦,砖枕,哀乐 城砖 枕 卧
11606,Song,曾安强,其外殊洁白|俯风临清流|其中乃贪秽|尽日鱼虾求,白鹭,求 鱼虾 洁白 清流
11623,Yuan,傅若金,空江白鹭起|远树苍烟合|日落泛舟时|长天见孤塔,题杂画,日落 远树 苍烟 白鹭
11656,Ming,唐之淳,积雪不知年|炎天生昼寒|南人初出塞|浑作玉屏看,涂阳八咏 其一 金山积雪,南人 炎天 积雪 出塞
11679,Tang,贯休,霜月夜裴回|楼中羌笛催|晓风吹不尽|江上落残梅,月夕,楼中 羌笛 晓风 裴回
11805,Song,周必大,瑞雪收残腊|和风报早春|祝尧千万寿|常与岁俱新,立春帖子 其一 太上皇帝阁,残腊 寿 报 瑞雪
11809,Ming,程嘉燧,回经捲雪楼|神鸦啼不去|记得泊舟时|月明天欲曙,甘宁庙前古树神鸦,泊舟 啼 月明 天欲
11837,Tang,罗邺,愁将万里身|来伴看花人|何事独惆怅|故园还又春,共友人看花,愁将 惆怅 独 看花
11855,Song,宋庠,漾漾通仙穴|潺潺入故城|晚来丘壑思|并为一渠声,坐池上看水偶成五绝句 其二,声 潺潺 丘壑 思
11984,Tang,窦群,华亭不相识|卫国复谁知|怅望冲天羽|甘心任画师,观画鹤,画师 怅望 冲天 甘心
12110,Ming,李裕,日落烟水暝|秋声浦树多|船头闻犬吠|知己近开河,开河夜行,烟水 秋声 知己 日落
12153,Song,杜捍,湛碧一泓深|潺湲泻不断|高穹沛四时|派别环周半,天泽源,泻 半 深 潺湲
12224,Ming,陆长春,镜下谁年少|花间独女郎|楚江憔悴极|昨夜染秋霜,题木芙蓉画册,秋霜 楚江 昨夜 憔悴
12268,Ming,屈大均,大小过寒食|伤春泪未终|可怜花与鸟|都作杜鹃红,伤春,大小 伤春 杜鹃 寒食
12312,Ming,赵完璧,山鸟避人飞|丘林遁自肥|不缘黄鹤度|尽日锁烟扉,高玉翁左史见枉用韵赋简五首 其三,黄鹤 锁 避人 山鸟
12369,Ming,张元凯,幽栖巢林樾|时出濯沧浪|兴到呼李白|愁来命杜康,斋居杂咏二十首 其十二,李白 幽栖 杜康 沧浪
12416,Ming,刘崧,好在雩阳县|能忘五月归|峡中有船便|莫遣报书稀,寄弟子彦,稀 峡中 报书 归
12502,Song,蔡沈,勿谓参也鲁|孔门最少年|能于一唯间|顿悟冠三千,曾景山犹子觅诗,鲁 顿悟 孔门 冠
12540,Ming,屈大均,菡萏尚未发|芙蓉亦未开|距荷始出水|那得实莲来,芰荷曲 其二,未开 出水 菡萏 芙蓉
12670,Ming,王廷相,汉水经秦塞|飞流落九天|腾波如虎眼|愁杀上江船,汉上歌 其二,汉水 飞流 江船 愁杀
12744,Ming,金幼孜,逸态谢炎凉|贞姿炯冰玉|君子思切磋|无忘咏淇澳,题墨竹赠贡士邹观 其五,炎凉 谢 君子 冰玉
12896,Ming,李孙宸,百尺龙门种|移栽叶未齐|月明风乱影|似下凤鸾栖,鹪鹩园十七绝为黄与东赋 其十二 梧桐,种 龙门 月明 叶
12928,Yuan,成廷圭,笔间珠树长|不借白云栽|尽日看龙挂|空疑有雨来,画竹,白云 珠树 栽 长
12936,Song,周必大,彩胜年年巧|椒盘岁岁新|君王千万寿|长与物华春,立春帖子 其二 皇帝阁,君王 物华 岁岁 年年
13010,Ming,陈子壮,昔夕真何夕|规缺又三分|记得殊未满|那当持赠君,悠悠曲 其三,持 满 赠君 真
13011,Ming,屈大均,花叶皆有香|乃可持为佩|幽幽君子心|非兰无所爱,持蔬轩作 其六,幽幽 爱 君子 花叶
13148,Ming,吴与弼,半野云烟薄|长空新月多|息肩知有处|灯火练潭河,次练潭,灯火 新月 长空 云烟
13172,Song,项安世,霭乃出深树|湘山日落时|若非尧女哭|即是楚臣啼,欸乃歌,楚臣 啼 湘山 深树
13221,Ming,杨士奇,家住清溪上|山光满竹林|共怜簪组累|徒系故园心,题弼侄山水 其四,竹林 山光 清 家住
13259,Tang,韩偓,桥下浅深水|竹间红白花|酒仙同避世|何用厌长沙,花时与钱尊师同醉因成二十字,桥下 避世 浅深 长沙
13360,Ming,卢龙云,古寺灵为谷|前村玉作梅|雪香千万树|岁岁得春魁,梅花坞二首 其一,岁岁 梅 玉作 古寺
13407,Song,仇远,新笋箨半含|节下粉犹绿|指日南风来|吹作阶庭玉,题画竹 其四,庭玉 吹作 新笋 指日
13514,Song,洪适,春情百尺牵|午影三眠过|修眉漫成颦|细腰谁类我,盘洲杂韵上 凤柳,牵 修眉 细腰 春情
13515,Ming,李孙宸,夹沼植琅玕|清风吾领略|入林懒著冠|何用折其箨,鹪鹩园十七绝为黄与东赋 其十六 竹,入林 吾 琅玕 清风
13523,Song,宋伯仁,仙掌在何处|徒成千载羞|唯有故园菊|沾濡当九秋,梅花喜神谱 其八 大开一十四枝,仙掌 沾濡 羞 菊
13633,Tang,宋之问,愿与道林近|在意逍遥篇|自有灵佳寺|何用沃洲禅,湖中别鉴上人,篇 道林 逍遥 禅
13640,Song,晁公溯,清阴夏可玩|秀色春可餐|桃李事且置|四时各有观,眉州燕游杂咏十首 其八 芳菲亭,观 清阴 秀色 桃李
13743,Song,郭印,蛰龙道已成|升降得自在|渊无百尺深|窍穴通沧海,龙渊二首 其一,蛰龙 沧海 深 道
13768,Song,项安世,夜啸千崖裂|朝吟万象苏|山人大自在|无泪捋君须,铁笛亭,山人 裂 苏 大
13916,Tang,钱珝,雾云疏有叶|雨浪细无花|稳放扁舟去|江天自有涯,江行无题一百首 其八,疏 细 扁舟 江天
13968,Song,王十朋,灵运本狂客|偶来莲社游|钟鱼听已厌|归去故园休,题佛阁三绝 其三,归去 莲社 灵运 狂客
14059,Ming,杨继盛,有月何须烛|无云不怕风|借谁竿百尺|光照九天中,元旦狱中自制弃纸灯笼狱卒以无文彩索诗赋此 其二,风 光照 中 烛
14124,Ming,胡应麟,百尺牵大河|一步一回首|懊恼石尤风|多于故人酒,吕梁阻风,大河 回首 懊恼 石尤
14130,Song,洪适,倚槛课条桑|作茧看成瓮|我亦效吴蚕|踏破愁清梦,杂咏下 茧瓮亭,看成 清梦 倚槛 踏破
14276,Jin,杨奂,岁岁逢元夜|金蛾闹簇巾|见人心自怯|终是女儿身,录汴梁宫人语十九首 其二,怯 岁岁 见人 女儿
14401,Song,韦骧,曾有长安客|题为望日台|樵苏人不测|到此亦裴回,琅邪三十二咏 其二十八 望日台,樵苏 台 长安 裴回
14441,Song,赵炅,性相华严海|爱河渡要津|法门千万偈|奥妙演无伦,缘识 其二,华严 海 渡 法门
14499,Ming,唐之淳,麦陇丛丛绿|梅香树树香|山禽惊客梦|村酒割人肠,滁山道中杂题 其二,客梦 山禽 梅香 树树
14540,Ming,胡奎,孤臣一掬泪|归拜汉庭前|白发三千骑|丹心十九年,题苏李泣别图,孤臣 丹心 白发 汉
14565,Song,文同,孤峰露苍骨|疏木耸坚干|高堂挂虚壁|爽气来不断,秋山,高堂 孤峰 爽气 挂
14649,Ming,潘氏（裘致中妻）,独坐小窗下|幽蛩不绝鸣|青天孤月静|满耳是秋声,重阳,青天 秋声 小窗 孤月
14659,Ming,法杲,众壑窅无人|水碓舂空山|米熟碓不知|青溪响潺潺,山居诗 其三,空山 潺潺 响 青溪
14698,Tang,柳宗元,问春从此去|几日到秦原|凭寄还乡梦|殷勤入故园,零陵早春,问春 梦 还乡 殷勤
14712,Song,张栻,自昔谨交际|人情易因循|敬始以念终|君子贵守身,别离情所钟十二章章四句送定叟弟之官严陵 其八,君子 易 人情 贵
14764,Ming,王世贞,宛宛欲沈波|憔悴抑其首|可怜望夫心|却作秋胡妇,弇园杂咏四十三首 其二十二 悯湘石,心 憔悴 宛宛 欲
14788,Tang,张祜,南檐架短廊|沙路白茫茫|尽日不归处|一庭栀子香,信州水亭,白 茫茫 沙路 栀子
14860,Ming,解缙,寄语君严父|乌江锦似花|故园如此好|安得不归家,李仲侃客蜀忘归作此柬其子,寄语 锦 君 家
14883,Yuan,虞集,莓苔生石路|翠竹自交加|不惜青鞋湿|临流踏白沙,题柯敬仲杂画十首 其九,莓苔 翠竹 青鞋 白沙
14890,Song,文天祥,春水满南国|惨淡故园烟|三年门巷空|永为邻里怜,第一百六十,惨淡 南国 门巷 春水
14902,Song,王十朋,圣主有美化|丁宁戒守臣|毋令挂墙壁|宣以及吾民,十八坊诗 宣化,戒 挂 圣主 吾民
14910,Ming,王绂,一醉更无事|四时长有花|谁知春去尽|却独在君家,题邹园十咏 其一 容春阁,春去 君家 谁知 长
14953,Tang,白居易,江城寒角动|沙洲夕鸟还|独在高亭上|西南望远山,晚望,江城 沙洲 远山 西南
14965,Ming,陈献章,一别三十年|相逢不相识|骨肉为路人|春风泪沾臆,纪梦,泪沾 路人 春风 骨肉
15028,Song,彭汝砺,花丽水疑染|水清花欲燃|沧浪无限意|好在钓渔船,江花四首 其四,染 渔船 水清 沧浪
15063,Yuan,陈樵,应真曾卓锡|百尺井泉深|汲取天人供|泓澄印佛心,越上宝林寺八咏 其四 罗汉泉,卓锡 印 供 天人
15115,Song,牟巘,澄然蓄清浏|百尺往往深|不放寒沤发|可以观我心,题束季博山园二十首 其十五 寒湫,观 寒 我心 深
15116,Ming,区大相,悬崖百尺干|幽溪千丈雪|何处报佳期|及此上春月,咏梅 其四,悬崖 佳期 报 干
15153,Song,崔敦诗,翠管吹寒去|青旗卷仗来|慈皇千万寿|春日上春杯,淳熙八年春帖子词 太上皇帝合六首 其一,春日 青旗 卷 杯
15166,Song,姜特立,家音何用寄|邮置有沉浮|旦夕天边去|书来一雁秋,和虞守感秋二首 其二,寄 旦夕 天边 沉浮
